Dige,Digə
yaxi,yaxı
axin,axın
yehu,yəhu
ehud,əhud
hudi,hudi
asay,aşay
sayi,sayı
yird,yird
ekse,əksə
kser,ksər
seri,səri
eriy,əriy
riyy,riyy
udil,udil
idil,idil
emis,əmiş
mise,mişə
ebed,əbəd
bedi,bədi
mohk,möhk
ohke,öhkə
hkem,hkəm
kemd,kəmd
emdi,əmdi
mdir,mdır
Seda,Səda
edaq,edaq
daqe,daqə
aqet,aqət
qetd,qətd
duzl,duzl
uzlu,uzlu
zluk,zlük
lukd,lükd
ukde,ükdə
kden,kdən
ranm,ranm
anmi,anmı
nmis,nmış
Muqa,Müqa
uqav,üqav
qavi,qavi
avil,avil
vile,vilə
ilel,iləl
Ahis,Ahıs
hisk,hısk
iska,iska
Ahil,Ahıl
hilk,hılk
ilke,ilkə
eyal,eyal
yale,yalə
ariy,ariy
ceyi,cəyi
yine,yinə
inan,inan
Rami,Rami
amil,amil
mekt,məkt
ekte,əktə
kteb,ktəb
biti,biti
itir,itir
tirm,tirm
irmi,irmi
faye,fayə
vadl,vadl
adli,adlı
Onun,Onun
toxu,toxu
oxun,oxun
xunm,xunm
nmas,nmas
teze,təzə
core,çörə
orek,örək
kifl,kifl
ifle,iflə
flen,flən
barm,barm
arma,arma
magi,mağı
agin,ağın
gind,ğınd
nisa,nışa
isan,ışan
uzuy,üzüy
zuyu,züyü
uyun,üyün
yunu,yünü
izil,ızıl
zili,zılı
qara,qara
rali,ralı
Deyi,Deyi
eyis,əyiş
yism,yişm
isme,işmə
smel,şməl
mele,mələ
anca,anca
bizl,bizl
izle,izlə
elib,əlib
cati,çatı
atib,atıb
tib1,tıb1
ib16,ıb16
Yene,Yenə
1985,1985
985-,985-
85-c,85-c
5-ci,5-ci
Taha,Taha
ahar,ahar
hara,hara
zavo,zavo
avod,avod
vodu,vodu
gezm,gəzm
ezme,əzmə
zmey,zməy
Team,Team
uzvl,üzvl
zvle,zvlə
vodd,vodd
odda,odda
ddak,ddak
orub,örüb
adac,adac
daca,daca
Rele,Rele
entl,entl
ntle,ntlə
tles,tləş
less,ləşs
Purs,Purs
rsui,rsui
suit,suit
Perf,Perf
erfe,ərfə
rfec,rfec
fect,fect
ecti,ecti
ctio,ctio
tion,tion
slog,slog
loga,loga
ogan,oğan
gani,ğanı
nims,nims
imse,imsə
msed,msəd
sedi,sədi
Alla,Alla
llah,llah
ahin,ahın
hikm,hikm
ikme,ikmə
kmet,kmət
teza,təza
ezah,əzah
zahu,zahü
ahur,ahür
hurl,hürl
urle,ürlə
bare,barə
ared,arəd
rede,rədə
dusu,düşü
usun,usun
Feal,Fəal
elim,əlim
sull,sull
merh,mərh
rhel,rhəl
eles,ələs
uygu,uyğu
ygun,yğun
gund,günd
undu,ündü
ndur,ndür
Tifl,Tifl
ifli,ifli
flis,flis
Tbil,Tbil
ilis,ilis
ekdi,əkdi
sted,stəd
tedi,tədi
nuni,nuni
feal,fəal
eali,əali
ahes,ahəs
hesi,həsi
hibk,hibk
ibka,ibka
bkar,bkar
karl,karl
rliq,rlıq
liql,lıql
iqla,ıqla
mesg,məşğ
esgu,əşğu
sgul,şğul
daya,daya
dira,dıra
Eksp,Eksp
kspe,kspe
sper,sper
pert,pert
ert-,ert-
rt-i,rt-ı
t-ix,t-ix
-ixt,-ixt
komi,komi
omis,omis
miss,miss
issi,issi
eksp,eksp
sasi,sası
eces,əcəs
elel,ələl
axir,axır
qera,qəra
erar,ərar
qebu,qəbu
ebul,əbul
TARI,TARİ
ARIX,ARİX
MeDe,MƏDƏ
eDeN,ƏDƏN
DeNI,DƏNİ
eNIY,ƏNİY
NIYY,NİYY
IYYe,İYYƏ
YYeT,YYƏT
ABID,ABİD
BIDe,BİDƏ
IDeL,İDƏL
DeLe,DƏLƏ
eLeR,ƏLƏR
LeRI,LƏRİ
Haxl,Haxl
axli,axlı
xliz,xlız
lizu,lızu
aldu,aldu
ldur,ldür
duru,duru
lman,lman
diva,diva
vana,vana
lahd,lahd
ahda,ahda
hdan,hdan
basq,başq
asqa,aşqa
guna,güna
unah,ünah
nahl,nahl
ahla,ahla
hlar,hlar
bagi,bağı
agis,ağış
gisl,ğışl
slay,şlay
fiki,fiki
ikir,ikir
kirl,kirl
sdiy,şdiy
derk,dərk
cava,cava
avab,avab
verd,verd
erdi,ərdi
Niye,Niyə
nizd,nızd
izde,izdə
sunu,sunu
nurs,nürs
unuz,ünüz
seqm,seqm
eqme,eqme
qmen,qmen
elir,əlir
lirl,lirl
lmag,lmağ
basl,başl
ayib,ayıb
yibl,yıbl
ibla,ıbla
Vall,Vall
roll,roll
olla,olla
ozun,özün
zune,zünə
oxsa,oxsa
xsay,xsay
rusv,rüsv
usva,üsva
svay,svay
vayc,vayç
ayci,ayçı
ycil,yçıl
cili,çılı
liqd,lıqd
tara,tara
erem,ərəm
102.,102.
02.2,02.2
dded,ddəd
dede,dədə
ayli,aylı
yliq,ylıq
liri,liri
verg,verg
ergi,ergi
utul,utul
tulm,tulm
mebl,məbl
bleg,bləğ
legi,ləği
egin,əğin
misl,mişl
isli,işli
erti,erti
vahi,vahi
ahid,ahid
hidi,hidi
idin,idin
dini,dini
BOYA,BOYA
OYAD,OYAD
YADA,YADA
ADAN,ADAN
KOYN,KÖYN
OYNe,ÖYNƏ
YNeK,YNƏK
ISIQ,IŞIQ
SIQD,ŞIQD
IQDA,IQDA
QDAN,QDAN
PALT,PALT
ALTA,ALTA
LTAR,LTAR
mumd,mumd
umdu,umdu
mdun,mdün
duny,düny
unya,ünya
Biom,Biom
iomu,iomü
omux,omüx
lifl,lifl
flik,flik
cand,cand
Ekol,Ekol
kolo,kolo
olog,olog
logi,logi
ogiy,ogiy
rule,rülə
ulen,ülən
sils,sils
lsil,lsil
sile,silə
bolg,bölg
olge,ölgə
lges,lgəs
gesi,gəsi
kecm,keçm
cmey,çməy
yola,yola
dusd,düşd
usdu,uşdu
sdum,şdum
stat,stat
tati,tati
atis,atış
tist,tist
stik,stik
tika,tika
orqa,orqa
rqan,rqan
qanl,qanl
slem,şləm
emey,əməy
eyen,əyən
exsl,əxsl
xsle,xslə
rarl,rarl
celb,cəlb
dili,dili
Sonu,Sonu
nunc,nunc
uncu,üncü
eled,ələd
inzi,inzi
nzib,nzib
ziba,ziba
bati,batı
rayo,rayo
nunu,nunu
qali,qalı
alib,alıb
ququ,ququ
zand,zand
Ultr,Ultr
ltra,ltra
Tech,Təch
echn,echn
chno,chno
hnol,hnol
nolo,nolo
ogie,ogie
gies,gies
prof,prof
rofe,rofe
ofes,ofes
fess,fess
ssio,ssio
sion,sion
iona,iona
onal,onal
part,part
artn,artn
rtny,rtny
tnyo,tnyo
nyor,nyor
xara,xara
arak,arak
rakt,rakt
akte,akte
kter,kter
eriz,əriz
rize,rizə
ketl,kətl
slig,şlığ
igim,ığım
gimi,ğımı
mizd,mizd
izda,ızda
zdan,zdan
memn,məmn
emnu,əmnu
mnun,mnun
unuq,unuq
Iraq,İraq
raqd,raqd
aqda,aqda
korl,korl
orla,orla
Laki,Laki
ahim,ahim
himi,hımı
miza,mıza
ivar,ivar
vari,varı
ustu,üstü
stun,stün
tund,tünd
ede-,ədə-
de-q,də-q
e-qo,ə-qo
-qor,-qor
qorx,qorx
orxu,orxu
rxus,rxus
xusu,xüsu
rsis,rşıs
sisi,şısı
gece,gecə
ece-,ecə-
ce-g,cə-g
e-gu,ə-gü
-gun,-gün
nduz,ndüz
goze,gözə
ozet,özət
zetc,zətç
etci,ətçi
tcil,tçıl
cile,çilə
qoyd,qoyd
oydu,oydu
yduq,yduq
Mehz,Məhz
faza,faza
zada,zada
hipo,hipo
ipoq,ipoq
poql,poql
oqli,oqli
qlik,qlik
like,like
ikem,ikem
kemi,kəmi
iyan,iyan
yani,yanı
linm,lınm
inma,ınma
qluk,qlük
luko,lüko
ukom,ukom
omet,omet
metr,metr
etri,etri
trin,trin
rolu,rolu
qete,qətə
mets,məts
etsi,etsi
tsiz,tsiz
sizd,sizd
izdi,izdi
zdir,zdir
Mart,Mart
31-i,31-i
soyq,soyq
oyqi,oyqı
yqir,yqır
qiri,qırı
irim,ırım
rimi,rimi
eziz,Əziz
Alpo,Alpo
lpou,lpou
poud,poud
xsiy,xsiy
siyy,siyy
ikin,ikin
kinc,kinc
inci,inci
adid,adıd
didi,didi
Nesi,Nəsi
esil,əsil
scil,şçil
igid,igid
doyu,döyü
oyus,öyüş
yusc,yüşç
uscu,üşçü
Moav,Moav
Eqlo,Eqlo
qlon,qlon
lonu,lonu
Isra,İsra
srai,srai
rail,rail
aill,aill
llil,llil
lile,lilə
irar,ırar
rara,rara
quvv,qüvv
uvve,üvvə
vvet,vvət
Zama,Zama
subu,sübu
ubut,übut
Nyaz,Nyaz
fikr,fikr
ikri,ikri
krin,krin
mayi,mayı
tabd,tabd
abda,abda
bdan,bdan
bezi,bəzi
genc,gənc
encl,əncl
ncle,nclə
cler,clər
ndil,ndil
dila,dıla
Melu,Məlu
elum,əlum
luma,luma
umat,umat
mati,matı
atin,atın
elde,əldə
sorg,sorğ
orgu,orğu
rgun,rğun
melu,məlu
haqq,haqq
aqqi,aqqı
qqin,qqın
qind,qınd
rguy,rğuy
xilm,xılm
Info,İnfo
nfor,nfor
form,form
orma,orma
rmas,rmas
Qanu,Qanu
tenz,tənz
enzi,ənzi
nzim,nzim
ziml,ziml
imle,imlə
mlen,mlən
3-cu,3-cü
hadi,hadi
adis,adis
dise,disə
Icla,İcla
clas,clas
Mili,Mili
Oqta,Oqta
qtay,qtay
esed,əsəd
sedo,sədo
edov,ədov
cara,çara
urkP,ürkP
rkPA,rkPA
kPA-,kPA-
PA-n,PA-n
A-ni,A-nı
-nin,-nin
radi,radı
nyas,nyas
nail,nail
yolu,yolu
lund,lund
atil,atıl
tilm,tılm
urlu,urlu
addi,addı
ddim,ddım
rumu,rumu
umun,ümun
urkd,ürkd
rkdi,rkdi
kdil,kdil
dill,dill
aqel,aqəl
gucl,gücl
ucle,üclə
clen,clən
teka,təka
ekan,əkan
regi,regi
egio,egio
gion,gion
iond,iond
onda,onda
sulh,sülh
ulhe,ülhə
abit,abit
bitl,bitl
itli,itli
tliy,tliy
nand,nand
ndiq,ndıq
diql,dıql
icin,için
cind,çind
maqd,maqd
dans,dans
ansa,ansa
sqal,şqal
qala,qala
bolu,bölü
olus,ölüş
lusm,lüşm
usme,üşmə
smes,şməs
qqid,qqid
qidi,qidi
horm,hörm
rmet,rmət
yana,yana
anas,anaş
nasm,naşm
smaq,şmaq
vete,vətə
tend,tənd
enda,ənda
ndas,ndaş
orcu,orcu
rcud,rcud
cudu,cudu
udur,udur
Teqd,Təqd
dima,dima
imat,imat
atim,atım
timd,tımd
imda,ımda
qisa,qısa
rdim,rdım
Stat,Stat
matl,matl
Duny,Düny
nyad,nyad
WAP-,WAP-
AP-i,AP-ı
P-in,P-ın
AP-d,AP-d
P-da,P-da
-dan,-dan
zanc,zanc
anis,anış
nisd,nışd
sdim,şdim
Depo,Depo
epoz,epoz
pozi,pozi
ozit,ozit
zita,zita
itar,itar
emit,emit
mite,mitə
iten,itən
tent,tent
yaxu,yaxu
axud,axud
ntin,ntin
agen,agen
gent,gent
muqa,müqa
lmek,lmək
oden,ödən
enil,ənil
ulmu,ulmu
lmus,lmuş
kagi,kağı
agiz,ağız
gizl,gizl
izla,ızla
zlar,zlar
yric,yrıc
rica,rıca
Cunk,Çünk
unki,ünki
baza,baza
sifa,sifa
ifar,ifar
fari,fari
luna,luna
unan,unan
nanl,nanl
kocu,köçü
ocur,öçür
curu,çürü
rulm,rülm
ulme,ülmə
dair,dair
vaci,vaci
acib,acib
cibd,cibd
ibdi,ibdi
bdir,bdir
Tama,Tama
amas,amas
masa,masa
Oper,Oper
pera,pera
Bale,Bale
Teat,Teat
eatr,eatr
atri,atrı
simf,simf
imfo,imfo
mfon,mfon
foni,foni
onik,onik
orke,örkə
rkes,rkes
kest,kest
estr,estr
stri,stri
musa,müsa
usay,usay
ayie,ayiə
yiet,yiət
novu,növü
ovun,ovun
vund,vünd
Idxa,İdxa
dxal,dxal
xala,xala
curm,çürm
urme,ürmə
rmes,rməs
Alan,Alan
VOEN,VÖEN
OEN-,ÖEN-
EN-i,EN-i
Gomr,Gömr
omru,ömrü
mruk,mrük
Idar,İdar
ares,arəs
resi,rəsi
seci,seçi
ecil,eçil
Oden,Ödən
nisi,nışı
teyi,təyi
inat,inat
nati,natı
Qebu,Qəbu
duym,düym
uyme,üymə
ymes,yməs
basi,başı
Gucu,Gücü
Meni,Məni
sozu,sözü
ozum,özüm
zume,zümə
riay,riay
iaye,iayə
etmi,etmi
isen,isən
adim,adım
dimd,dimd
mdan,mdan
imti,imti
mtin,mtin
tina,tına
tmem,tməm
memi,məmi
Mura,Müra
urac,ürac
raci,raci
acie,aciə
ciet,ciət
ietd,iətd
hell,həll
elli,əlli
mehk,məhk
ehke,əhkə
keme,kəmə
emen,əmən
exse,əxsə
qana,qana
mura,müra
Sehe,Şəhə
herl,hərl
Onda,Onda
qull,qull
qulu,qulu
ulun,ulun
atam,atam
tami,tamı
amiz,amiz
sacl,saçl
acli,aclı
olul,ölül
lule,lülə
uler,ülər
irer,irər
reri,rəri
erik,erik
____,____
20__,20__
rixd,rixd
ixde,ixdə
185.,185.
85.2,85.2
mall,mall
inik,inik
avto,avto
vtom,vtom
tomo,tomo
omob,omob
mobi,mobi
bill,bill
irah,irah
rahe,rahə
ahet,ahət
idma,idma
dman,dman
yaxt,yaxt
axta,axta
xtal,xtal
tala,tala
meqs,məqs
eqse,əqsə
qsed,qsəd
sedl,sədl
tula,tula
uzen,üzən
asit,asit
site,sitə
itel,itəl
tisn,tisn
isna,isna
Mece,Məcə
ecel,əcəl
cell,cəll
laki,laki
topd,topd
opda,opda
pdan,pdan
nsat,nsat
sati,satı
azar,azar
gomr,gömr
erid,ərid
ridi,ridi
aksi,aksi
ksiz,ksiz
cixi,çıxı
ixil,ıxıl
stif,stif
tifa,tifa
ifad,ifad
fade,fadə
deci,dəçi
xinl,xınl
inla,ınla
nlas,nlaş
keyf,keyf
eyfi,eyfi
yfiy,yfiy
fiyy,fiyy
yuks,yüks
ukse,üksə
ksel,ksəl
seld,səld
ldil,ldil
FTTx,FTTx
ihes,ihəs
cerc,çərç
erci,ərçi
rciv,rçiv
cive,çivə
ives,ivəs
vesi,vəsi
Bakt,Bakt
ktel,ktel
leko,leko
ekom,ekom
ebek,əbək
beke,bəkə
ekes,əkəs
kesi,kəsi
opti,opti
ptik,ptik
dest,dəst
stek,stək
tekl,təkl
kley,kləy
leye,ləyə
eded,ədəd
SMAR,SMAR
MART,MART
ART-,ART-
RT-A,RT-A
T-AX,T-AX
tipl,tipl
ipli,ipli
mult,mult
ulti,ulti
ltis,ltıs
tise,tişə
iser,işər
serv,serv
ervi,ervi
rvis,rvis
ATS-,ATS-
TS-l,TS-l
S-le,S-lə
-ler,-lər
qura,qura
uras,uras
rasd,raşd
dava,dava
avam,avam
tdir,tdir
Qadi,Qadı
qapi,qapı
apid,apıd
pida,pıda
gire,girə
iren,irən
rend,rənd
Axiy,Axiy
xiya,xiya
ayaq,ayaq
sesl,səsl
esle,əslə
idib,idib
Yaro,Yaro
arov,arov
rova,rova
ovam,ovam
vami,vamı
icer,içər
ceri,çəri
Sule,Süle
uley,üley
leym,leym
eyma,eyma
yman,yman
Xama,Xama
amat,amat
mat-,mat-
at-S,at-Ş
Sova,Şova
ovay,ovay
vaya,vaya
getd,getd
lken,lkən
keni,kəni
tutd,tutd
utdu,utdu
Deni,Dəni
ahil,ahil
hili,hili
saya,şaya
yanl,yanl
Kere,Kərə
eret,eret
retl,rətl
tlil,tlil
lina,lına
alte,alte
lter,lter
tern,tern
erna,erna
rnat,rnat
tivd,tivd
ivde,ivdə
konk,konk
onkr,onkr
nkre,nkre
kret,kret
tlik,tlik
varm,varm
Yoav,Yoav
adam,adam
daml,daml
golm,gölm
lmec,lməç
mece,məcə
ecen,eçən
ceni,cəni
Avne,Avne
vner,vner
eyle,eylə
yles,yləş
olur,olur
lurs,lurs
ursa,ursa
olsu,olsu
lsun,lsun
iyiq,ıyıq
Igid,İgid
giza,ğıza
nmez,nməz
Saul,Şaul
aull,aull
oglu,oğlu
Yona,Yona
onat,onat
nata,nata
hela,həla
elak,əlak
duse,düşə
usen,üşən
beye,bəyə
yenm,yənm
nmey,nməy
qeze,qəze
ezet,əzet
hebs,həbs
dide,didə
ider,ider
derg,dərg
rgin,rgin
sald,sald
glat,ğlat
latd,latd
atdi,atdı
diqq,diqq
iqqe,iqqə
qqet,qqət
nlad,nlad
ladi,ladı
xend,xənd
ndek,ndək
amid,amıd
midi,midi
Fili,Fili
list,list
istl,istl
stli,ştli
yusm,yüşm
smek,şmək
Pas-,Pas-
as-D,as-D
s-Da,s-Da
-Dam,-Dam
Damm,Damm
ammi,ammi
mmim,mmim
mimd,mimd
imde,imdə
topl,topl
opla,opla
plas,plaş
lasa,laşa
Davu,Davu
avud,avud
vudl,vudl
udla,udla
Korp,Körp
orpu,örpü
rpul,rpül
pule,pülə
tiki,tiki
kint,kint
inti,inti
ntis,ntis
unac,unac
naca,naca
800-,800-
etrl,etrl
trli,trli
korp,körp
tirl,tırl
hazi,hazı
azir,azır
zirl,zırl
Kuta,Kuta
utai,utai
tais,tais
aisi,aisi
inli,inli
nlig,nlığ
usus,üsus
susi,susi
rula,rula
ulac,ulac
saat,saat
aatl,aatl
akiy,akıy
geti,gəti
nili,nili
Iste,İste
sala,sala
alat,alat
briq,briq
riqa,riqa
iqad,iqad
qada,qada
adal,adal
tesk,təşk
eski,əşki
skil,şkil
kili,kili
prin,prin
rins,rins
insi,insi
nsip,nsip
sipl,sipl
iple,iplə
pler,plər
tekm,təkm
ekmi,əkmi
kmil,kmil
mill,mill
Mema,Mema
emar,emar
marl,marl
qraf,qraf
afik,afik
fika,fika
slin,slin
otun,otun
Beyn,Beyn
Mali,Mali
Hesa,Hesa
artl,artl
rtla,rtla
nliy,nliy
iyis,iyis
yisi,yişi
lebl,ləbl
lmem,lməm
ayiq,ayiq
yiqd,yiqd
qebi,qəbi
ebir,əbir
agar,ağar
gara,ğara
nate,natə
atem,atəm
emiz,əmiz
ruha,ruha
nunl,nunl
rsil,rşıl
sila,şıla
sonu,sonu
nund,nund
aliq,alıq
bera,bəra
erab,ərab
rabe,rabə
aber,abər
Daha,Daha
Uzey,Üzey
Haci,Hacı
cibe,cıbə
ibey,ıbəy
beyo,bəyo
eyov,əyov
zilm,zılm
amar,amar
mara,mara
ceki,çəki
ekir,əkir
elav,əlav
lave,lavə
terd,tərd
opan,opan
pani,pani
anim,anım
nima,nıma
imaq,ımaq
cehe,cəhə
ehet,əhət
hetd,hətd
rard,rard
ardi,ardı
rdir,rdır
Kisi,Kişi
cins,cins
nsin,nsın
rdan,rdan
yeye,yeyə
onst,onst
itus,itus
tusi,tusi
21-c,21-c
ilid,ılıd
ebbi,əbbi
bbin,bbin
ezeb,əzəb
zebi,zəbi
ebin,əbin
bine,binə
geld,gəld
Aral,Aral
veba,vəba
toku,tökü
okul,ökül
kuld,küld
uldu,uldu
Insa,İnsa
Huqu,Hüqu
Muda,Müda
fies,fiəs
iesi,iəsi
Komi,Komi
omit,omit
ites,itəs
inte,inte
nter,nter
erne,erne
rnet,rnet
sayt,sayt
ayti,aytı
ytin,ytın
Kelb,Kəlb
elbe,əlbə
lbec,lbəc
bece,bəcə
ecer,eçər
cerd,cərd
ata-,ata-
ta-b,ta-b
a-ba,a-ba
-bab,-bab
baba,baba
urdl,urdl
rdla,rdla
dlar,dlar
ziya,ziya
yare,yarə
stey,stəy
teye,təyə
yerk,yərk
Erme,Ermə
ista,ista
esge,əsgə
sger,sgər
gerl,gərl
giro,giro
irov,irov
gotu,götü
otur,ötür
turu,türü
Sahb,Şahb
ahba,ahba
hbaz,hbaz
Quli,Quli
uliy,uliy
Dilq,Dilq
ilqe,ilqə
lqem,lqəm
gero,gəro
isge,işgə
sgen,sgən
ence,əncə
ncel,ncəl
fakt,fakt
aktl,aktl
ktla,ktla
endl,əndl
ndle,ndlə
sira,sıra
irad,irad
adad,adad
dadi,dadı
adir,adır
Bezi,Bəzi
ezis,əzis
ikan,ikan
sina,sına
Seni,Səni
nesl,nəsl
tozu,tozu
serq,şərq
erqe,ərqə
nuba,nuba
yayi,yayı
ayil,ayıl
yila,yıla
nisz,nişz
iszo,işzo
szol,şzol
zola,zola
olaq,olaq
aqli,aqlı
eked,əkəd
sevi,səvi
eviy,əviy
viyy,viyy
yyes,yyəs
yesi,yəsi
faiz,faiz
aiz6,aiz6
uqay,üqay
ayis,ayış
yise,yisə
ised,isəd
sede,sədə
ksek,ksək
sekd,səkd
qism,qism
smen,şmən
seme,səmə
emer,əmər
mere,mərə
reli,rəli
komm,komm
ommu,ommu
mmun,mmun
muni,muni
unik,unik
nika,nika
infr,infr
nfra,nfra
fras,fras
rast,rast
astr,astr
stru,stru
truk,truk
rukt,rukt
uktu,uktu
ktur,ktur
glid,ğlıd
coxu,çoxu
oxum,oxum
xumu,xumu
muzu,müzü
nism,nışm
isma,ışma
yazm,yazm
azma,azma
zmaq,zmaq
emem,əməm
meme,məmə
meyi,məyi
eyim,əyim
yimi,yimi
mize,mizə
qayd,qayd
mehe,məhə
eheb,əhəb
hebb,həbb
ebbe,əbbə
bbet,bbət
beti,bəti
oxlu,oxlu
xlug,xluğ
lugu,luğu
ugud,uğud
gudu,güdü
Sene,Sənə
suku,şükü
ukur,ükür
erer,ərər
rere,rərə
xila,xila
Tese,Təsə
esev,əsəv
sevv,səvv
evvu,əvvü
vvur,vvür
edin,ədin
edia,edia
Anka,Anka
nkar,nkar
kara,kara
reji,reji
ejim,ejim
jimi,jimi
imin,imin
defe,dəfə
pisl,pisl
Zaur,Zaur
Xeli,Xəli
elil,əlil
lilo,lilo
llet,llət
mehv,məhv
ambi,ambı
mbis,mbis
bisi,bişi
Qard,Qard
rdab,rdab
daba,daba
aban,aban
bani,banı
anid,anıd
torp,torp
orpa,orpa
rpaq,rpaq
msem,msəm
QHT-,QHT-
HT-l,HT-l
T-le,T-lə
yanv,yanv
anva,anva
nvar,nvar
faci,faci
cies,ciəs
Dipl,Dipl
iplo,iplo
plom,plom
lomu,lomu
glay,ğlay
ssiz,şsiz
sizl,sizl
izli,izli
zlik,zlik
derd,dərd
Sehi,Səhi
ehiy,əhiy
nazi,nazi
qeyr,qeyr
eyri,eyri
ksiy,ksiy
Orta,Orta
rtas,rtas
tast,tast
ikal,ikal
sevg,sevg
evgi,evgi
vgil,vgil
gili,gili
cudd,cudd
uddu,uddu
ddur,ddur
2-ci,2-ci
Abse,Abşe
bser,bşer
sero,şero
eron,eron
4-cu,4-cü
Lima,Lima
alic,alic
lici,lıcı
ici-,ıcı-
ci-m,cı-m
i-mu,i-mü
-mue,-müə
gors,görs
orse,örsə
rsen,rsən
mudr,müdr
udri,üdri
drik,drik
rikl,rikl
ozel,özəl
zell,zəll
lliy,lliy
Qili,Qılı
linc,lınc
ekib,əkib
ezem,əzəm
zeme,zəmə
emet,əmət
murd,murd
urda,urda
rdar,rdar
darl,darl
rlay,rlay
ayac,ayac
yaca,yaca
07.1,07.1
7.11,7.11
.11.,.11.
11.2,11.2
1.20,1.20
.201,.201
2012,2012
Univ,Univ
nive,nive
iver,iver
vers,vers
rsit,rsit
itet,itet
teti,teti
Elmi,Elmi
Kita,Kita
tabx,tabx
abxa,abxa
bxan,bxan
xana,xana
dahi,dahi
sair,şair
airi,airi
mute,mütə
utef,ütəf
efek,əfək
fekk,fəkk
ekki,əkki
kkir,kkir
kiri,kiri
Niza,Niza
izam,izam
Genc,Gənc
ncev,ncəv
evin,evin
vini,vini
anad,anad
nada,nada
hesr,həsr
serg,sərg
unub,unub
Serg,Sərg
noya,noya
oyab,oyab
yabr,yabr
30-a,30-a
edec,edəc
ehid,əhid
hidl,hidl
idle,idlə
lurl,lurl
Otuz,Otuz
apre,apre
prel,prel
misa,mışa
isal,isal
sall,sall
seki,şəki
ekil,əkil
kild,kild
dial,dial
ialo,ialo
aloq,aloq
loqu,loqu
oqun,oqun
pros,pros
rose,rose
oses,oses
kata,kata
atal,atal
tali,talı
aliz,aliz
liza,liza
izat,izat
zato,zato
ator,ator
oyna,oyna
ynay,ynay
naya,naya
ince,incə
gucu,gücü
cunu,cünü
Bend,Bend
ndis,ndis
disy,disy
isyo,isyo
syon,syon
Alva,Alva
lvar,lvar
vara,vara
rado,rado
adon,adon
donu,dönü
muqe,müqə
uqed,üqəd
qedd,qədd
edde,əddə
desl,dəsl
iras,ıras
iraz,iraz
raza,raza
legv,ləğv
dild,dild
ildi,ildi
rehm,rəhm
hmet,hmət
nmus,nmuş
geci,geci
xili,xili
dene,dənə
Yanv,Yanv
etro,etro
tans,tans
nsiy,nsiy
Nazi,Nazi
vefa,vəfa
efat,əfat
Ilha,İlha
lham,lham
yevd,yevd
herb,hərb
erbi,ərbi
Muel,Müəl
uell,üəll
llif,llif
Agen,Agen
ntli,ntli
ereb,ərəb
turi,turi
uris,uris
rist,rist
stle,stlə
Yeti,Yeti
Eyva,Eyva
yvaz,yvaz
Nagi,Nağı
giye,giyə
Verg,Verg
rgil,rgil
gile,gilə
ziri,ziri
2016,2016
Qedr,Qədr
Gece,Gecə
Yesu,Yeşu
esua,eşua
alqa,alqa
aili,aili
Ibra,İbra
brah,brah
rahi,rahi
Naxo,Naxo
axor,axor
xoru,xoru
orun,orun
atas,atas
tasi,tası
Tera,Təra
erah,erah
ecmi,eçmi
cmis,çmiş
isde,işdə
Fera,Fəra
erat,erat
tayi,tayı
yind,yind
rdil,rdil
tebl,təbl
plan,plan
texm,təxm
exmi,əxmi
xmin,xmin
inen,inən
ferd,fərd
Stud,Stud
tudi,tudi
udio,udio
dio-,dio-
io-M,io-M
o-Me,o-Mə
-Met,-Met
Metb,Mətb
etbu,ətbu
tbua,tbua
buat,buat
nyan,nyan
sten,stən
teni,təni
nile,nilə
lkes,lkəs
ele-,elə-
le-k,lə-k
e-ko,ə-ko
-kor,-kor
qurm,qurm
urma,urma
mene,mənə
enec,ənəc
necm,necm
cmen,cmen
depa,depa
epar,epar
arta,arta
rtam,rtam
tame,tame
risk,risk
iskl,iskl
skle,sklə
uzer,üzər
zeri,zəri
reti,rəti
tica,tica
icar,icar
care,carə
port,port
ortf,ortf
rtfe,rtfe
tfel,tfel
feli,fəli
subl,subl
blim,blim
limi,limi
imit,imit
mitl,mitl
itle,itlə
lusd,lüşd
sdur,şdur
kony,kony
onyu,onyu
nyun,nyun
yunk,yunk
unkt,unkt
nktu,nktu
tura,tura
lili,lili
lini,lini
yyel,yyəl
yele,yələ
roqn,roqn
oqno,oqno
qnoz,qnoz
nozl,nozl
ozla,ozla
zlas,zlaş
ehoy,ehoy
hoya,hoya
oyaq,oyaq
yaqi,yaqi
aqim,aqim
firo,firo
iron,iron
rona,rona
zil-,zıl-
il-g,ıl-g
l-gu,l-gü
-gum,-güm
gumu,gümü
umus,ümüş
ronu,ronu
rmek,rmək
bext,bəxt
exti,əxti
xtiy,xtiy
yard,yard
ullu,ullu
lluq,lluq
luqc,luqç
uqcu,uqçu
qcul,qçul
urub,ürüb
dirl,dirl
Goyd,Göyd
oyde,öydə
yden,ydən
esit,eşit
sitd,şitd
itdi,itdi
yene,yenə
niml,niml
isib,ışıb
urud,ürüd
ruda,ruda
anan,anan
eley,ələy
acil,açıl
cilm,çilm
tuma,tuma
umar,umar
mari,marı
ovla,övla
vlad,vlad
ladl,ladl
Rebd,Rəbd
nuza,nuza
ta-a,ta-a
a-an,a-an
-ana,-ana
aniz,aniz
niza,nıza
itae,itaə
taet,taət
Sizl,Sizl
Cesm,Çeşm
esme,əşmə
cmel,çməl
